"","authorID","groupID","author_name","author_order","address","university","department","postal_code","city","state","country","RP_address","RI","OI","UT","refID","PT","PY","PU"
"663",663,663,"Pedroza Ramos, Adriana",8,"Univ Pedag & Tecnol Colombia, Unidad Ecol Sistemas Acuat UDESA, Ave Cent Norte 39-115, Tunja, Boyaca, Colombia.","univ pedag & tecnol colombia","unidad ecol sistemas acuat udesa",NA,"tunja","boyaca","colombia",NA,NA,NA,"WOS:000514046800001",117,"J","2020","WILEY"
"664",664,664,"Shurin, Jonathan B.",1,"Univ Calif San Diego, Sect Ecol Behav & Evolut, La Jolla, CA 92093 USA.","univ calif san diego","sect ecol behav & evolut","92093","la jolla","ca","usa",NA,NA,NA,"WOS:000514046800001",117,"J","2020","WILEY"
"665",665,665,"Borkenhagen, Andrea K.",4,"Colorado State Univ, Dept Forest & Rangeland Stewardship, Ft Collins, CO 80523 USA.","colorado state univ","dept forest & rangeland stewardship","80523","ft collins","co","usa",NA,NA,NA,"WOS:000514046300001",118,"J","2020","WILEY"
"666",666,666,"Burkepile, Deron E.",5,"Univ Calif Santa Barbara, Dept Ecol Evolut andMarine Biol, Santa Barbara, CA 93106 USA.","univ calif santa barbara","dept ecol evolut andmarine biol","93106","santa barbara","ca","usa",NA,NA,NA,"WOS:000514046300001",118,"J","2020","WILEY"
"667",667,667,"Collins, Scott L.",6,"Univ New Mexico, Dept Biol, MSC03-2020, Albuquerque, NM 87131 USA.","univ new mexico","msc03-2020","87131","albuquerque","nm","usa",NA,"P-7742-2014","0000-0002-0193-2892","WOS:000514046300001",118,"J","2020","WILEY"
"668",668,668,"Hoffman, Ava M.",7,"Colorado State Univ, Grad Degree Program Ecol, Ft Collins, CO 80523 USA.","colorado state univ","grad degree program ecol","80523","ft collins","co","usa",NA,NA,NA,"WOS:000514046300001",118,"J","2020","WILEY"
"669",669,669,"Hoover, David L.",3,"ARS, Rangeland Resources & Syst Res Unit, USDA, Ft Collins, CO 80526 USA.","ars","usda","80526","ft collins","co","usa",NA,NA,NA,"WOS:000514046300001",118,"J","2020","WILEY"
"670",670,670,"Kirkman, Kevin",8,"Univ KwaZulu Natal, Sch Life Sci, Ctr Funct Ecol, Private Bag X01, ZA-3209 Pietermaritzburg, South Africa.","univ kwazulu natal","sch life sci","3209"," pietermaritzburg",NA,"south africa",NA,NA,NA,"WOS:000514046300001",118,"J","2020","WILEY"
"671",671,671,"Knapp, Alan K.",9,"Colorado State Univ, Grad Degree Program Ecol, Ft Collins, CO 80523 USA.","colorado state univ","grad degree program ecol","80523","ft collins","co","usa",NA,NA,NA,"WOS:000514046300001",118,"J","2020","WILEY"
"672",672,672,"Koerner, Sally E.",2,"Univ N Carolina, Dept Biol, Greensboro, NC 27412 USA.","univ n carolina","dept biol","27412","greensboro","nc","usa",NA,NA,NA,"WOS:000514046300001",118,"J","2020","WILEY"
"673",673,673,"Smith, Melinda D.",12,"Colorado State Univ, Grad Degree Program Ecol, Ft Collins, CO 80523 USA.","colorado state univ","grad degree program ecol","80523","ft collins","co","usa",NA,NA,NA,"WOS:000514046300001",118,"J","2020","WILEY"
"674",674,674,"Strydom, Tercia",10,"Kruger Natl Pk Sci Serv, Private Bag X402, ZA-1350 Skukuza, South Africa.","kruger natl pk sci serv","private bag x402","1350"," skukuza",NA,"south africa",NA,NA,"0000-0002-9077-9446","WOS:000514046300001",118,"J","2020","WILEY"
"675",675,675,"Thompson, Dave I.",11,"Ndlovu Node, South African Environm Observat Network, ZA-1389 Phalaborwa, South Africa.","ndlovu node","south african environm observat network","1389"," phalaborwa",NA,"south africa",NA,NA,NA,"WOS:000514046300001",118,"J","2020","WILEY"
"676",676,676,"Wilcox, Kevin R.",1,"Univ Wyoming, Dept Ecosyst Sci & Management, Laramie, WY 82071 USA.","univ wyoming","dept ecosyst sci & management","82071","laramie","wy","usa",NA,"D-7281-2013","0000-0001-6829-1148","WOS:000514046300001",118,"J","2020","WILEY"
"677",677,677,"Adhikari, Elina",4,"Kansas State Univ, Dept Plant Pathol, 4024 Throckmorton PSC, Manhattan, KS 66506 USA.","kansas state univ","4024 throckmorton psc","66506","manhattan","ks","usa",NA,NA,NA,"WOS:000513288700001",119,"J","2020","WILEY"
"678",678,678,"Boyle, Alice W.",7,"Kansas State Univ, Div Biol, 116 Ackert Hall, Manhattan, KS 66506 USA.","kansas state univ","116 ackert hall","66506","manhattan","ks","usa",NA,"G-1872-2010","0000-0002-2880-142X","WOS:000513288700001",119,"J","2020","WILEY"
"679",679,679,"Bruckerhoff, Lindsey A.",1,"Kansas State Univ, Div Biol, 116 Ackert Hall, Manhattan, KS 66506 USA.","kansas state univ","116 ackert hall","66506","manhattan","ks","usa",NA,NA,NA,"WOS:000513288700001",119,"J","2020","WILEY"
"680",680,680,"Connell, R. Kent",2,"Kansas State Univ, Div Biol, 116 Ackert Hall, Manhattan, KS 66506 USA.","kansas state univ","116 ackert hall","66506","manhattan","ks","usa",NA,NA,"0000-0002-6237-4660","WOS:000513288700001",119,"J","2020","WILEY"
"681",681,681,"Gido, Keith B.",6,"Kansas State Univ, Div Biol, 116 Ackert Hall, Manhattan, KS 66506 USA.","kansas state univ","116 ackert hall","66506","manhattan","ks","usa",NA,NA,"0000-0002-4342-161X","WOS:000513288700001",119,"J","2020","WILEY"
"682",682,682,"Godar, Alixandra",5,"Kansas State Univ, Div Biol, 116 Ackert Hall, Manhattan, KS 66506 USA.","kansas state univ","116 ackert hall","66506","manhattan","ks","usa",NA,NA,NA,"WOS:000513288700001",119,"J","2020","WILEY"
"683",683,683,"Guinnip, James P.",3,"Kansas State Univ, Div Biol, 116 Ackert Hall, Manhattan, KS 66506 USA.","kansas state univ","116 ackert hall","66506","manhattan","ks","usa",NA,NA,NA,"WOS:000513288700001",119,"J","2020","WILEY"
"684",684,684,"Hope, Andrew G.",8,"Kansas State Univ, Div Biol, 116 Ackert Hall, Manhattan, KS 66506 USA.","kansas state univ","116 ackert hall","66506","manhattan","ks","usa",NA,NA,NA,"WOS:000513288700001",119,"J","2020","WILEY"
"685",685,685,"Joern, Anthony",9,"Kansas State Univ, Div Biol, 116 Ackert Hall, Manhattan, KS 66506 USA.","kansas state univ","116 ackert hall","66506","manhattan","ks","usa",NA,NA,NA,"WOS:000513288700001",119,"J","2020","WILEY"
"686",686,321,"Welti, Ellen A. R.",10,"Kansas State Univ, Div Biol, 116 Ackert Hall, Manhattan, KS 66506 USA.","kansas state univ","116 ackert hall","66506","manhattan","ks","usa",NA,NA,"0000-0001-6944-3422","WOS:000513288700001",119,"J","2020","WILEY"
"687",687,687,"Gerber, Brian D.",1,"Univ Rhode Isl, Dept Nat Resources Sci, Kingston, RI 02881 USA.","univ rhode isl","dept nat resources sci","02881","kingston","ri","usa",NA,NA,"0000-0001-9285-9784","WOS:000513287900001",120,"J","2020","WILEY"
"688",688,688,"Northrup, Joseph M.",2,"Trent Univ, Wildlife Res & Monitoring Sect, Ontario Minist Nat Resources & Forestry, Peterborough, ON K9L 1Z8, Canada.","trent univ","wildlife res & monitoring sect"," k9l 1z8","on",NA,"canada",NA,NA,NA,"WOS:000513287900001",120,"J","2020","WILEY"
"689",689,322,"Barnes, A. D.",6,"German Ctr Integrat Biodivers Res iDiv, iDiv, Deutsch Pl 5E, D-04103 Leipzig, Germany.","german ctr integrat biodivers res idiv","idiv","04103"," leipzig",NA,"germany",NA,"C-6643-2014","0000-0002-6499-381X","WOS:000513288600001",121,"J","2020","WILEY"
"690",690,690,"Brose, Ulrich",10,"German Ctr Integrat Biodivers Res iDiv, iDiv, Deutsch Pl 5E, D-04103 Leipzig, Germany.","german ctr integrat biodivers res idiv","idiv","04103"," leipzig",NA,"germany",NA,NA,NA,"WOS:000513288600001",121,"J","2020","WILEY"
"691",691,691,"Dreczko, Kerstin",4,"Univ Hamburg, Ctr Nat Hist, Zool Museum, Bundesstr 52, D-20146 Hamburg, Germany.","univ hamburg","ctr nat hist","20146"," hamburg",NA,"germany",NA,NA,NA,"WOS:000513288600001",121,"J","2020","WILEY"
"692",692,692,"Duperre, Nadine",2,"Univ Hamburg, Ctr Nat Hist, Zool Museum, Bundesstr 52, D-20146 Hamburg, Germany.","univ hamburg","ctr nat hist","20146"," hamburg",NA,"germany",NA,NA,NA,"WOS:000513288600001",121,"J","2020","WILEY"
"693",693,693,"Harms, Danilo",12,"Univ Hamburg, Ctr Nat Hist, Zool Museum, Bundesstr 52, D-20146 Hamburg, Germany.","univ hamburg","ctr nat hist","20146"," hamburg",NA,"germany",NA,NA,NA,"WOS:000513288600001",121,"J","2020","WILEY"
"694",694,694,"Jochum, Malte",3,"Univ Bern, Inst Plant Sci, Hochschulstr 6, CH-3012 Bern, Switzerland.","univ bern","inst plant sci","3012"," bern",NA,"switzerland",NA,NA,"0000-0002-8728-1145","WOS:000513288600001",121,"J","2020","WILEY"
"695",695,695,"Klarner, Bernhard",5,"Univ Gottingen, JF Blumenbach Inst Zool & Anthropol, Untere Karspule 2, D-37073 Gottingen, Germany.","univ gottingen","jf blumenbach inst zool & anthropol","37073"," gottingen",NA,"germany",NA,NA,NA,"WOS:000513288600001",121,"J","2020","WILEY"
"696",696,696,"Krashevska, Valentyna",7,"Univ Gottingen, JF Blumenbach Inst Zool & Anthropol, Untere Karspule 2, D-37073 Gottingen, Germany.","univ gottingen","jf blumenbach inst zool & anthropol","37073"," gottingen",NA,"germany",NA,"C-2517-2017","0000-0002-9765-5833","WOS:000513288600001",121,"J","2020","WILEY"
"697",697,697,"Kreft, Holger",9,"Univ Gottingen, Biodivers Macroecol & Biogeog, Busgenweg 1, D-37077 Gottingen, Germany.","univ gottingen","biodivers macroecol & biogeog","37077"," gottingen",NA,"germany",NA,"A-4736-2008","0000-0003-4471-8236","WOS:000513288600001",121,"J","2020","WILEY"
"698",698,698,"Potapov, Anton M.",1,"Univ Gottingen, JF Blumenbach Inst Zool & Anthropol, Untere Karspule 2, D-37073 Gottingen, Germany.","univ gottingen","jf blumenbach inst zool & anthropol","37073"," gottingen",NA,"germany",NA,"M-2370-2016","0000-0002-4456-1710","WOS:000513288600001",121,"J","2020","WILEY"
"699",699,699,"Rembold, Katja",8,"Univ Bern, Bot Garden, Altenbergrain 21, CH-3013 Bern, Switzerland.","univ bern","bot garden","3013"," bern",NA,"switzerland",NA,NA,NA,"WOS:000513288600001",121,"J","2020","WILEY"
"700",700,700,"Scheu, Stefan",13,"Univ Gottingen, JF Blumenbach Inst Zool & Anthropol, Untere Karspule 2, D-37073 Gottingen, Germany.","univ gottingen","jf blumenbach inst zool & anthropol","37073"," gottingen",NA,"germany",NA,NA,NA,"WOS:000513288600001",121,"J","2020","WILEY"
"701",701,701,"Widyastuti, Rahayu",11,"Inst Pertanian Bogor, Dept Soil Sci & Land Resources, Jln Meranti Kampus IPB Darmaga, Bogor 16680, Indonesia.","inst pertanian bogor","inst pertanian bogor"," 16680","bogor",NA,"indonesia",NA,NA,NA,"WOS:000513288600001",121,"J","2020","WILEY"
"702",702,702,"Patterson, Mark R.",2,"Northeastern Univ, Marine Sci Ctr, Dept Marine & Environm Sci, Nahant, MA 01908 USA.","northeastern univ","dept marine & environm sci","01908","nahant","ma","usa",NA,NA,NA,"WOS:000513288500001",122,"J","2020","WILEY"
"703",703,703,"Williams, Sara D.",1,"Northeastern Univ, Marine Sci Ctr, Dept Marine & Environm Sci, Nahant, MA 01908 USA.","northeastern univ","dept marine & environm sci","01908","nahant","ma","usa",NA,NA,"0000-0002-6667-6332","WOS:000513288500001",122,"J","2020","WILEY"
"704",704,704,"Addis, Brett R.",1,"Univ Montana, Div Biol Sci, Missoula, MT 59812 USA.","univ montana","div biol sci","59812","missoula","mt","usa",NA,NA,"0000-0002-3794-3200","WOS:000512830000001",123,"J","2020","WILEY"
"705",705,705,"Lowe, Andwinsor H.",2,"Univ Montana, Div Biol Sci, Missoula, MT 59812 USA.","univ montana","div biol sci","59812","missoula","mt","usa",NA,NA,NA,"WOS:000512830000001",123,"J","2020","WILEY"
"706",706,706,"Bessler, Scott",10,"Univ S Florida, Dept Integrat Biol, 4202 East Fowler Ave, Tampa, FL 33620 USA.","univ s florida","4202 east fowler ave","33620","tampa","fl","usa",NA,NA,NA,"WOS:000512829800001",124,"J","2020","WILEY"
"707",707,707,"Civitello, David J.",5,"Emory Univ, Dept Biol, 201 Dowman Dr, Atlanta, GA 30322 USA.","emory univ","201 dowman dr","30322","atlanta","ga","usa",NA,NA,NA,"WOS:000512829800001",124,"J","2020","WILEY"
"708",708,708,"Cohen, Jeremy M.",2,"Univ S Florida, Dept Integrat Biol, 4202 East Fowler Ave, Tampa, FL 33620 USA.","univ s florida","4202 east fowler ave","33620","tampa","fl","usa",NA,NA,NA,"WOS:000512829800001",124,"J","2020","WILEY"
"709",709,709,"Delius, Bryan K.",11,"Univ S Florida, Dept Integrat Biol, 4202 East Fowler Ave, Tampa, FL 33620 USA.","univ s florida","4202 east fowler ave","33620","tampa","fl","usa",NA,NA,NA,"WOS:000512829800001",124,"J","2020","WILEY"
"710",710,710,"Halstead, Neal",12,"Wildlands Conservat, 15310 Amberly Dr,Suite 250, Tampa, FL 33647 USA.","wildlands conservat","suite 250","33647","tampa","fl","usa",NA,NA,NA,"WOS:000512829800001",124,"J","2020","WILEY"
"711",711,711,"Knutie, Sarah A.",6,"Univ Connecticut, Ecol & Evolutionary Biol, 75 N Eagleville Rd, Storrs, CT 06269 USA.","univ connecticut","75 n eagleville rd","06269","storrs","ct","usa",NA,NA,NA,"WOS:000512829800001",124,"J","2020","WILEY"
"712",712,712,"Lajeunesse, Marc J.",3,"Univ S Florida, Dept Integrat Biol, 4202 East Fowler Ave, Tampa, FL 33620 USA.","univ s florida","4202 east fowler ave","33620","tampa","fl","usa",NA,NA,NA,"WOS:000512829800001",124,"J","2020","WILEY"
"713",713,713,"McMahon, Taegan A.",4,"Univ Tampa, Dept Biol, 401 W Kennedy Blvd, Tampa, FL 33606 USA.","univ tampa","401 w kennedy blvd","33606","tampa","fl","usa",NA,NA,NA,"WOS:000512829800001",124,"J","2020","WILEY"
"714",714,714,"Nguyen, Karena",7,"Univ S Florida, Dept Integrat Biol, 4202 East Fowler Ave, Tampa, FL 33620 USA.","univ s florida","4202 east fowler ave","33620","tampa","fl","usa",NA,NA,"0000-0002-1916-1002","WOS:000512829800001",124,"J","2020","WILEY"
"715",715,715,"Ortega, Nicole",13,"Univ S Florida, Dept Integrat Biol, 4202 East Fowler Ave, Tampa, FL 33620 USA.","univ s florida","4202 east fowler ave","33620","tampa","fl","usa",NA,NA,NA,"WOS:000512829800001",124,"J","2020","WILEY"
"716",716,716,"Rohr, Jason R.",16,"Univ S Florida, Dept Integrat Biol, 4202 East Fowler Ave, Tampa, FL 33620 USA.","univ s florida","4202 east fowler ave","33620","tampa","fl","usa",NA,NA,NA,"WOS:000512829800001",124,"J","2020","WILEY"
"717",717,717,"Roznik, Elizabeth A.",8,"Memphis Zoo, Dept Res & Conservat, 2000 Prentiss Pl, Memphis, TN 38112 USA.","memphis zoo","2000 prentiss pl","38112","memphis","tn","usa",NA,NA,NA,"WOS:000512829800001",124,"J","2020","WILEY"
"718",718,640,"Sauer, Erin L.",1,"Univ S Florida, Dept Integrat Biol, 4202 East Fowler Ave, Tampa, FL 33620 USA.","univ s florida","4202 east fowler ave","33620","tampa","fl","usa",NA,NA,"0000-0002-8339-6498","WOS:000512829800001",124,"J","2020","WILEY"
"719",719,719,"Sears, Brittany F.",9,"BioSci Writers, 3701 Kirby Dr, Houston, TX 77098 USA.","biosci writers","3701 kirby dr","77098","houston","tx","usa",NA,NA,NA,"WOS:000512829800001",124,"J","2020","WILEY"
"720",720,720,"Venesky, Matthew D.",14,"Allegheny Coll, Dept Biol, 520 N Main St, Meadville, PA 16335 USA.","allegheny coll","520 n main st","16335","meadville","pa","usa",NA,NA,NA,"WOS:000512829800001",124,"J","2020","WILEY"
"721",721,721,"Young, Suzanne",15,"Ecole Polytech Fed Lausanne, Environm Engn Inst, Route Cantonale, CH-1015 Lausanne, Switzerland.","ecole polytech fed lausanne","environm engn inst","1015"," lausanne",NA,"switzerland",NA,NA,NA,"WOS:000512829800001",124,"J","2020","WILEY"
"722",722,722,"Carson, Walter P.",3,"Univ Pittsburgh, Dept Biol Sci, 4249 Fifth Ave, Pittsburgh, PA 15260 USA.","univ pittsburgh","4249 fifth ave","15260","pittsburgh","pa","usa",NA,NA,NA,"WOS:000512831200001",125,"J","2020","WILEY"
"723",723,723,"Mellor, Hannah",2,"Univ Pittsburgh, Dept Biol Sci, 4249 Fifth Ave, Pittsburgh, PA 15260 USA.","univ pittsburgh","4249 fifth ave","15260","pittsburgh","pa","usa",NA,NA,NA,"WOS:000512831200001",125,"J","2020","WILEY"
"724",724,724,"Spicer, Michelle Elise",1,"Univ Pittsburgh, Dept Biol Sci, 4249 Fifth Ave, Pittsburgh, PA 15260 USA.","univ pittsburgh","4249 fifth ave","15260","pittsburgh","pa","usa",NA,NA,NA,"WOS:000512831200001",125,"J","2020","WILEY"
"725",725,725,"Rowe, Rebecca J.",2,"Univ New Hampshire, Nat Resources & Environm, 114 James Hall,56 Coll Rd, Durham, NH 03824 USA.","univ new hampshire","56 coll rd","03824","durham","nh","usa",NA,NA,"0000-0002-0492-568X","WOS:000512831400001",126,"J","2020","WILEY"
"726",726,726,"Stephens, Ryan B.",1,"Univ New Hampshire, Nat Resources & Environm, 114 James Hall,56 Coll Rd, Durham, NH 03824 USA.","univ new hampshire","56 coll rd","03824","durham","nh","usa",NA,NA,"0000-0001-8524-9873","WOS:000512831400001",126,"J","2020","WILEY"
"727",727,727,"Bernhardt, Emily S.",3,"Duke Univ, Dept Biol, Durham, NC 27708 USA.","duke univ","dept biol","27708","durham","nc","usa",NA,NA,NA,"WOS:000511505200001",127,"J","2020","WILEY"
"728",728,56,"Rocca, Jennifer",1,"Duke Univ, Dept Biol, Durham, NC 27708 USA.","duke univ","dept biol","27708","durham","nc","usa",NA,NA,"0000-0002-2973-3860","WOS:000511505200001",127,"J","2020","WILEY"
"729",729,729,"Simonin, Marie",2,"Duke Univ, Dept Biol, Durham, NC 27708 USA.","duke univ","dept biol","27708","durham","nc","usa",NA,NA,NA,"WOS:000511505200001",127,"J","2020","WILEY"
"730",730,730,"Washburne, Alex D.",4,"Montana State Univ, Dept Microbiol & Immunol, Bozeman, MT 59717 USA.","montana state univ","dept microbiol & immunol","59717","bozeman","mt","usa",NA,NA,NA,"WOS:000511505200001",127,"J","2020","WILEY"
"731",731,731,"Wright, Justin P.",5,"Duke Univ, Dept Biol, Durham, NC 27708 USA.","duke univ","dept biol","27708","durham","nc","usa",NA,NA,"0000-0002-9102-5347","WOS:000511505200001",127,"J","2020","WILEY"
"732",732,732,"Meunier, Joel",2,"Univ Tours, IRBI, UMR 7261, CNRS, Tours, France.","univ tours","irbi",NA,"cnrs","tours","france",NA,"A-1067-2017","0000-0001-6893-2064","WOS:000511507100001",128,"J","2020","WILEY"
"733",733,733,"Tourneur, Jean-Claude",1,"Univ Quebec Montreal, Dept Sci Biol, 141 Ave President Kennedy, Montreal, PQ H2X 1Y4, Canada.","univ quebec montreal","dept sci biol"," h2x 1y4","pq",NA,"canada",NA,NA,NA,"WOS:000511507100001",128,"J","2020","WILEY"
"734",734,734,"Delong, John P.",2,"Univ Nebraska, Sch Biol Sci, 410 Manter Hall,1104 T St, Lincoln, NE 68588 USA.","univ nebraska","1104 t st","68588","lincoln","ne","usa",NA,NA,NA,"WOS:000511508700001",129,"J","2020","WILEY"
"735",735,735,"Uiterwaal, Stella F.",1,"Univ Nebraska, Sch Biol Sci, 410 Manter Hall,1104 T St, Lincoln, NE 68588 USA.","univ nebraska","1104 t st","68588","lincoln","ne","usa",NA,"AAO-3825-2020","0000-0003-2745-5817","WOS:000511508700001",129,"J","2020","WILEY"
"736",736,736,"Ariefiandy, Achmad",2,"Komodo Survival Program, Bali 80223, Indonesia.","komodo survival program",NA," 80223","bali",NA,"indonesia",NA,NA,NA,"WOS:000510549600001",130,"J","2020","WILEY"
"737",737,737,"Benu, Yunias Jackson",6,"Komodo Natl Pk, Labuan Bajo 86711, Flores, Indonesia.","komodo natl pk",NA," 86711","labuan bajo","flores","indonesia",NA,NA,NA,"WOS:000510549600001",130,"J","2020","WILEY"
"738",738,738,"Forsyth, David M.",3,"New South Wales Dept Primary Ind, Vertebrate Pest Res Unit, Orange, NSW 2800, Australia.","new south wales dept primary ind","vertebrate pest res unit",NA,"orange","nsw ","australia",NA,NA,NA,"WOS:000510549600001",130,"J","2020","WILEY"
"739",739,739,"Harlow, Henry J.",8,"Univ Wyoming, Dept Physiol & Zool, Laramie, WY 82071 USA.","univ wyoming","dept physiol & zool","82071","laramie","wy","usa",NA,NA,NA,"WOS:000510549600001",130,"J","2020","WILEY"
"740",740,740,"Jessop, Tim S.",1,"Deakin Univ, Ctr Integrat Ecol, Sch Life & Environm Sci, Waurn Ponds, Vic 3220, Australia.","deakin univ","ctr integrat ecol",NA,"waurn ponds","vic ","australia",NA,NA,NA,"WOS:000510549600001",130,"J","2020","WILEY"
"741",741,741,"Letnic, Mike",9,"Univ New South Wales, Ctr Ecosyst Sci, Sch Biol Earth & Environm Sci, Kensington, NSW 2033, Australia.","univ new south wales","ctr ecosyst sci","ensin","kgton","nsw ","australia",NA,NA,NA,"WOS:000510549600001",130,"J","2020","WILEY"
"742",742,742,"Madsen, Thomas",7,"Deakin Univ, Ctr Integrat Ecol, Sch Life & Environm Sci, Waurn Ponds, Vic 3220, Australia.","deakin univ","ctr integrat ecol",NA,"waurn ponds","vic ","australia",NA,NA,NA,"WOS:000510549600001",130,"J","2020","WILEY"
"743",743,743,"Purwandana, Deni",4,"Komodo Survival Program, Bali 80223, Indonesia.","komodo survival program",NA," 80223","bali",NA,"indonesia",NA,NA,NA,"WOS:000510549600001",130,"J","2020","WILEY"
"744",744,744,"White, Craig R.",5,"Monash Univ, Sch Biol Sci, Clayton, Vic 3800, Australia.","monash univ","sch biol sci",NA,"clayton","vic ","australia",NA,NA,"0000-0002-0200-2187","WOS:000510549600001",130,"J","2020","WILEY"
"745",745,745,"Innes, David J.",3,"Queensland Govt, Dept Agr & Fisheries, POB 6097, Brisbane, Qld 4072, Australia.","queensland govt","dept agr & fisheries",NA,"brisbane","qld ","australia",NA,NA,NA,"WOS:000510578600001",131,"J","2020","WILEY"
"746",746,746,"Krueck, Nils C.",1,"Univ Queensland, Sch Biol Sci, St Lucia Campus, Brisbane, Qld 4072, Australia.","univ queensland","sch biol sci",NA,"brisbane","qld ","australia",NA,NA,NA,"WOS:000510578600001",131,"J","2020","WILEY"
"747",747,747,"Ovenden, Jennifer R.",4,"Univ Queensland, Sch Biomed Sci, Mol Fisheries Lab, St Lucia Campus, Brisbane, Qld 4072, Australia.","univ queensland","sch biomed sci",NA,"brisbane","qld ","australia",NA,NA,NA,"WOS:000510578600001",131,"J","2020","WILEY"
"748",748,748,"Treml, Eric A.",2,"Deakin Univ, Sch Life & Environm Sci, Ctr Integrat Ecol, Geelong, Vic 3216, Australia.","deakin univ","sch life & environm sci",NA,"geelong","vic ","australia",NA,NA,NA,"WOS:000510578600001",131,"J","2020","WILEY"
"749",749,749,"Huisman, Jef",5,"Univ Amsterdam, Inst Biodivers & Ecosyst Dynam, Dept Freshwater & Marine Ecol, POB 94240, NL-1090 GE Amsterdam, Netherlands.","univ amsterdam","inst biodivers & ecosyst dynam","1090"," ge amsterdam",NA,"netherlands",NA,"A-1089-2013",NA,"WOS:000510577700001",132,"J","2020","WILEY"
"750",750,750,"Luimstra, Veerle M.",1,"Univ Amsterdam, Inst Biodivers & Ecosyst Dynam, Dept Freshwater & Marine Ecol, POB 94240, NL-1090 GE Amsterdam, Netherlands.","univ amsterdam","inst biodivers & ecosyst dynam","1090"," ge amsterdam",NA,"netherlands",NA,NA,NA,"WOS:000510577700001",132,"J","2020","WILEY"
"751",751,751,"Schuurmans, J. Merijn",4,"Univ Amsterdam, Inst Biodivers & Ecosyst Dynam, Dept Freshwater & Marine Ecol, POB 94240, NL-1090 GE Amsterdam, Netherlands.","univ amsterdam","inst biodivers & ecosyst dynam","1090"," ge amsterdam",NA,"netherlands",NA,NA,NA,"WOS:000510577700001",132,"J","2020","WILEY"
"752",752,752,"Verspagen, Jolanda M. H.",2,"Univ Amsterdam, Inst Biodivers & Ecosyst Dynam, Dept Freshwater & Marine Ecol, POB 94240, NL-1090 GE Amsterdam, Netherlands.","univ amsterdam","inst biodivers & ecosyst dynam","1090"," ge amsterdam",NA,"netherlands",NA,NA,NA,"WOS:000510577700001",132,"J","2020","WILEY"
"753",753,753,"Xu, Tianshuo",3,"Univ Amsterdam, Inst Biodivers & Ecosyst Dynam, Dept Freshwater & Marine Ecol, POB 94240, NL-1090 GE Amsterdam, Netherlands.","univ amsterdam","inst biodivers & ecosyst dynam","1090"," ge amsterdam",NA,"netherlands",NA,NA,NA,"WOS:000510577700001",132,"J","2020","WILEY"
"754",754,754,"Molina, Chat",1,"Princeton Univ, Dept Ecol & Evolutionary Biol, Princeton, NJ 08544 USA.","princeton univ","dept ecol & evolutionary biol","08544","princeton","nj","usa",NA,NA,"0000-0001-9722-4446","WOS:000510589000001",133,"J","2020","WILEY"
"755",755,755,"Stone, Lewi",2,"Tel Aviv Univ, Dept Zool, Biomath Unit, Fac Life Sci, Tel Aviv, Israel.","tel aviv univ","dept zool",NA,"fac life sci","tel aviv","israel",NA,NA,"0000-0002-6465-579X","WOS:000510589000001",133,"J","2020","WILEY"
"756",756,756,"Boonstra, Rudy",4,"Univ Toronto Scarborough, Dept Biol Sci, Toronto, ON M1C 1A4, Canada.","univ toronto scarborough","dept biol sci"," m1c 1a4","on",NA,"canada",NA,NA,NA,"WOS:000510545300001",134,"J","2020","WILEY"
"757",757,757,"Boutin, Stan",5,"Univ Alberta, Dept Biol Sci, Edmonton, AB T6G 2R3, Canada.","univ alberta","dept biol sci"," t6g 2r3","ab",NA,"canada",NA,NA,NA,"WOS:000510545300001",134,"J","2020","WILEY"
"758",758,758,"Hines, James E.",6,"USGS Patuxent Wildlife Res Ctr, 12311 Beech Forest Rd, Patuxant, MD 20708 USA.","usgs patuxent wildlife res ctr","12311 beech forest rd","20708","patuxant","md","usa",NA,NA,NA,"WOS:000510545300001",134,"J","2020","WILEY"
"759",759,759,"Kenney, Alice J.",3,"Univ British Columbia, Dept Zool, Vancouver, BC V6T 1Z4, Canada.","univ british columbia","dept zool"," v6t 1z4","bc",NA,"canada",NA,NA,NA,"WOS:000510545300001",134,"J","2020","WILEY"
"760",760,760,"Krebs, Charles J.",2,"Univ British Columbia, Dept Zool, Vancouver, BC V6T 1Z4, Canada.","univ british columbia","dept zool"," v6t 1z4","bc",NA,"canada",NA,NA,NA,"WOS:000510545300001",134,"J","2020","WILEY"
"761",761,761,"Oli, Madan K.",1,"Univ Florida, Dept Wildlife Ecol & Conservat, 110 Newins Ziegler Hall, Gainesville, FL 32611 USA.","univ florida","110 newins ziegler hall","32611","gainesville","fl","usa",NA,NA,NA,"WOS:000510545300001",134,"J","2020","WILEY"
"762",762,762,"Brudvig, Lars A.",2,"Michigan State Univ, Dept Plant Biol, E Lansing, MI 48824 USA.","michigan state univ","dept plant biol","48824","e lansing","mi","usa",NA,NA,NA,"WOS:000510540100001",135,"J","2020","WILEY"
"763",763,35,"Zirbel, Chad R.",1,"Michigan State Univ, Dept Plant Biol, E Lansing, MI 48824 USA.","michigan state univ","dept plant biol","48824","e lansing","mi","usa",NA,NA,NA,"WOS:000510540100001",135,"J","2020","WILEY"
